text,topic
"En septiembre de 1996 se derrumbó el Puente de Koror–Babeldaob, en un accidente durante el cual dos personas perdieron la vida. El evento debilitó terriblemente la economía nacional, pues la capital se vio aislada del aeropuerto internacional en Babeldaob, así como del resto del país. La mayoría de la población se vio afectada por deficiencias o la ausencia de servicios de agua, energía y telecomunicaciones. Para la construcción del nuevo puente, de tipo colgante, el gobierno japonés aportó 25 millones de dólares.[28]​
",<200 https://es.wikipedia.org/wiki/Palaos>
"En 2003 Palaos firmó el Tratado de Prohibición Completa de los Ensayos Nucleares.[29]​
",<200 https://es.wikipedia.org/wiki/Palaos>
"El 7 de octubre de 2006 el gobierno nacional se trasladó de la antigua capital Koror a la nueva sede de gobierno, Ngerulmud,[30]​ un emplazamiento construido especialmente para servir como sede de gobierno, situado a 20 kilómetros al noroccidente en Babeldaob y a 2 kilómetros al noroccidente de la localidad de Melekeok propiamente dicha. Con tal fin construyó un conjunto de edificios de gobierno, entre los que destaca el Capitolio, por un costo de 23 millones de dólares.[31]​
",<200 https://es.wikipedia.org/wiki/Palaos>
"El 4 de octubre se realizó la entrega oficial de la carretera del litoral, llamada Compact Road por provenir sus recursos del Tratado de Libre Asociación con Estados Unidos.[32]​
",<200 https://es.wikipedia.org/wiki/Palaos>
"El país posee un tipo de gobierno constitucional, en asociación libre con los Estados Unidos, a través del Tratado de Libre Asociación. Dicho tratado entró en vigor el 1 de octubre de 1994, e implica la ayuda financiera de los Estados Unidos por periodos de 15 años, a cambio de ciertos derechos de defensa.
",<200 https://es.wikipedia.org/wiki/Palaos>
"El poder legislativo del país reside en el Congreso Nacional de Palaos un órgano bicameral electo directamente por el pueblo, éste está compuesto por la Cámara de Delegados compuesta por 16 miembros y el Senado compuesto por 13 miembros.
",<200 https://es.wikipedia.org/wiki/Palaos>
"Posee un sistema judicial fundamentado en una Corte Suprema.
",<200 https://es.wikipedia.org/wiki/Palaos>
"A pesar de no estar prohibidos, no hay ningún partido político establecido en el país.
",<200 https://es.wikipedia.org/wiki/Palaos>
"El Presidente de Palaos, quien es jefe de Estado y de Gobierno, es elegido por los palauanos cada cuatro años. 
",<200 https://es.wikipedia.org/wiki/Palaos>
"En 2006, el presidente de Sudán del Sur anunció que la región hará todo lo posible para proteger y mantener su flora y fauna, y tratar de reducir los efectos de los incendios forestales, el vertido de residuos y la contaminación del agua. Al mismo tiempo, las grandes empresas multinacionales que están en condiciones de extraer los recursos naturales en el sur de Sudán a gran escala, representan una amenaza para la vida silvestre notable en la nación y sus hábitats.
",<200 https://es.wikipedia.org/wiki/Sud%C3%A1n_del_Sur>
"Los hábitats de vida silvestre de Sudán del Sur incluyen los pastizales, las mesetas de gran altitud y escarpadas, sabanas con árboles y pasto, llanuras aluviales y humedales.
",<200 https://es.wikipedia.org/wiki/Sud%C3%A1n_del_Sur>
"Sudán del Sur tiene un clima tropical al norte y cercano al ecuatorial en el sur, caracterizado por una estación lluviosa de alta humedad y grandes cantidades de lluvia seguida de una estación más seca. La temperatura en promedio es siempre alta, siendo julio el mes más fresco con temperaturas medias que oscilan entre 20 y 30 °C y marzo es el mes más cálido con temperaturas medias que van de 23 a 37 °C.
",<200 https://es.wikipedia.org/wiki/Sud%C3%A1n_del_Sur>
"La mayor cantidad de lluvias se observa entre mayo y octubre, pero la temporada de lluvias puede comenzar en abril y extenderse hasta noviembre. Mayo es el mes más húmedo. La temporada está ""influenciada por el cambio anual de la zona intertropical"" y el cambio de los vientos del sur y del suroeste, llevando a temperaturas ligeramente más bajas, una mayor humedad y más cobertura de nubes.
",<200 https://es.wikipedia.org/wiki/Sud%C3%A1n_del_Sur>
"Sudán del Sur es uno de los países más pobres del mundo. Después de la guerra, la pobreza y el hambre se extendieron entre la población. La agricultura y sobre todo la ganadería se vieron severamente afectados, dependiendo de la oferta de ayuda de los países vecinos y de otras partes del país, los refugiados que regresaron se convirtieron en un problema.
",<200 https://es.wikipedia.org/wiki/Sud%C3%A1n_del_Sur>
"Pese a su pobreza, el país tiene importantes recursos minerales, especialmente petróleo, y como consecuencia del resultado del acuerdo de paz de 2005 también participa en los beneficios de los mismos. Según un estudio del Banco Mundial con los ingresos del petróleo que se acumulan en el gobierno autónomo, sería suficiente para reducir la pobreza y mejorar las condiciones de vida de la población del Sudán meridional. El gobierno ha anunciado que en uso de su autonomía quiere utilizar los ingresos principalmente para el desarrollo de la agricultura y la infraestructura.
",<200 https://es.wikipedia.org/wiki/Sud%C3%A1n_del_Sur>
"Antes de la independencia, el sur de Sudán producía el 85 % del petróleo del país.[32]​ Sin embargo, debido a que la zona sur no tenía acceso al mar, dependía del sector norte para poder exportar el producto. Tras la firma del acuerdo de paz de 2005, los ingresos por el petróleo fueron divididos en partes iguales entre ambos sectores. Así, el petróleo sursudanés tendría derecho a ser transportado por un oleoducto de más de 1.500 km hasta llegar a las refinerías situadas en Puerto Sudán para luego ser exportadas a través de dicho puerto, situado en la costa del mar Rojo.
",<200 https://es.wikipedia.org/wiki/Sud%C3%A1n_del_Sur>
"Tras la independencia, ha habido discusiones sobre cómo adaptar el acuerdo de forma beneficiosa para ambos estados independientes. Los ingresos del petróleo constituyen más del 98 % del presupuesto del gobierno de Sudán del Sur.[33]​ El petróleo y otros recursos minerales se pueden encontrar en todo Sudán del Sur, pero el Bentiu se conoce comúnmente como una región especialmente rica en petróleo, mientras que Jongeli, Warap y los estados de los lagos cuentan con reservas potenciales.
",<200 https://es.wikipedia.org/wiki/Sud%C3%A1n_del_Sur>
"Sudán y Sudán del Sur comparten una deuda de aproximadamente 38.000 millones de dólares, los cuales se han ido acumulando a lo largo de las últimas 5 décadas. La nación se encuentra endeudada con 5.300 millones de dólares a instituciones como el Fondo Monetario Internacional y el Banco Mundial, el resto de la deuda corresponde a numerosos actores externos que le han proporcionado préstamos monetarios, entre los que se encuentran los miembros del Club de París (alrededor de 11.000 millones de dólares) y miembros bilaterales del Club de París (alrededor de 13.000 millones de dólares)
",<200 https://es.wikipedia.org/wiki/Sud%C3%A1n_del_Sur>
"El Club de París es un foro informal de acreedores oficiales y países deudores, entre sus miembros permanentes se encuentran Estados Unidos, Reino Unido, Alemania, Francia, Italia y  Canadá. También cuenta con el apoyo de acreedores bilaterales privados (bancos comerciales privados y proveedores de crédito privados) a quienes el país le debe aproximadamente 6.000 millones de dólares.
",<200 https://es.wikipedia.org/wiki/Sud%C3%A1n_del_Sur>
"A pesar de que se puede marcar una cifra aproximada del total de la deuda, no es posible hacer una medición precisa de ésta, ya que la nación aún no ha alcanzado un acuerdo con su vecino Sudán sobre la repartición de la deuda.
",<200 https://es.wikipedia.org/wiki/Sud%C3%A1n_del_Sur>
"Los presidentes de Kenia y Ruanda invitaron al Gobierno Autónomo de la Región de Sudán del Sur para que solicitara una membresía a la comunidad a pesar de que no era una nación independiente. A partir de la independencia en el año 2011, Sudán del Sur se convirtió en un candidato oficial a la Comunidad. A comienzos de octubre de ese mismo año, la comunidad rectificó su solicitud y su posible adhesión en un futuro cercano.
",<200 https://es.wikipedia.org/wiki/Sud%C3%A1n_del_Sur>
"Los analistas han señalado los esfuerzos tempranos de Sudán del Sur para hacer grandes obras de infraestructura, incluyendo líneas de ferrocarril y oleoductos e integrarlos con la infraestructura existente en Kenia y Uganda, lo que muestra el interés del gobierno sursudanés para disminuir su dependencia e influencia del gobierno de Sudán y enfocarse en el área de África Oriental. La agencia de noticias Reuters considera a Sudán del Sur como el candidato favorito de la CAO para su posible expansión a corto plazo. Un artículo en el diario tanzano ""The Citizen"" reportó que el portavoz de Asamblea Legislativa de la Comunidad Africana Oriental Abdirahin Haithar Abdi dijo que Sudán del Sur era ""libre para unirse a la CAO"" y aseguró que los analistas creen que el país pronto se convertirá en un miembro plena de la organización regional.
",<200 https://es.wikipedia.org/wiki/Sud%C3%A1n_del_Sur>
"Aunque no es practicada por los bahameses nativos, una forma de magia popular obeah derivada del África occidental, se practica en algunas islas de la familia (fuera de las islas) de las Bahamas debido a la migración haitiana. Sin embargo, la práctica de la obeah en las Bahamas es ilegal y, por lo tanto, perseguida y penada por la ley.[19]​
",<200 https://es.wikipedia.org/wiki/Bahamas>
"Junkanoo es un desfile tradicional de la calle africanos de la música, la danza y el arte, celebrada en Nassau (y algunos otros asentamientos) cada día de Navidad, Año Nuevo. Junkanoo también se utiliza para celebrar otras fiestas y eventos como Día de la Emancipación.
",<200 https://es.wikipedia.org/wiki/Bahamas>
"Regatas son importantes eventos sociales en muchos asentamientos de familias isla. Por lo general, disponen de uno o más días de navegación por botes de trabajo a la antigua, así como un festival en tierra.
",<200 https://es.wikipedia.org/wiki/Bahamas>
"Algunos asentamientos tienen festivales relacionados con el cultivo tradicional o alimentos de ese ámbito, tales como el Festival de la ""Piña"" en Gregory Town, Eleuthera, o el Festival del ""Cangrejo"" en Andros. Otras tradiciones importantes son cuentos.
",<200 https://es.wikipedia.org/wiki/Bahamas>
"La bandera posee un triángulo equilátero negro en el lado del mástil, superpuesto sobre un fondo compuesto de tres franjas horizontales iguales en dos colores, oro y aguamarina. Los colores de la bandera de las Bahamas simbolizan la imagen y las aspiraciones del pueblo de las Bahamas. El diseño refleja los aspectos del medio natural (sol, arena y mar) y el desarrollo económico y social.
",<200 https://es.wikipedia.org/wiki/Bahamas>
"El simbolismo de la bandera es el siguiente: Negro, un color fuerte, representa el vigor y la fuerza de un pueblo unido. El triángulo que apunta hacia el cuerpo de la bandera representa la determinación del pueblo de las Bahamas para desarrollar y poseer los recursos ricos de sol y mar, simbolizados por el oro y la aguamarina, respectivamente.
",<200 https://es.wikipedia.org/wiki/Bahamas>
"El escudo de armas de Bahamas contiene los símbolos nacionales como su punto focal. El escudo está flanqueado a los lados por un marlín o pez vela del Atlántico y un flamenco del Caribe, los animales nacionales de las Bahamas. El primero se encuentra en el mar y el segundo, en la tierra, indicando la geografía de las islas.
",<200 https://es.wikipedia.org/wiki/Bahamas>
"En la parte superior del escudo hay una concha, que representa la vida marina variada de la cadena de islas, sobrepuesta sobre un casco. Por debajo de este está el escudo real, y su símbolo principal es una representación de la nave Santa María de Cristóbal Colón, que se muestra a la vela bajo el sol. A lo largo de la parte inferior, debajo del escudo, aparece una leyenda con el lema nacional:
",<200 https://es.wikipedia.org/wiki/Bahamas>
"En julio se realiza el torneo de pesca más importante de las islas, donde los habitantes más diestros asombran a los turistas con su rapidez y precisión. También en septiembre se realizan torneos de música y baile, en los que se pone a prueba los magníficos golpes de la música afro y sus míticos bailes.
",<200 https://es.wikipedia.org/wiki/Bahamas>
"Por supuesto que, con la belleza del paisaje, y sus maravillosos corales, el buceo y el snorkell son los deportes más practicados. Además se realizan toda clase de deportes náuticos. Para sentirse más protegido y seguro, los nativos, se prestan como guías tanto en las profundidades como en las islas.
En las islas el fútbol playa es un deporte en el que la selección es de las mejores de América. Serán anfitriones del siguiente mundial de fútbol playa.
",<200 https://es.wikipedia.org/wiki/Bahamas>
"A su vez, los aymguud están divididos en 315 somon (distritos, sing. sum).
",<200 https://es.wikipedia.org/wiki/Mongolia>
"La economía de Mongolia está basada principalmente en el petróleo, el carbón mineral y el cobre, con una participación menor de la minería del molibdeno, wolframio y fosfato. El sector industrial y el agrícola tienen una participación similar (21,4% y 20,4% respectivamente) en el PIB del país. Después de décadas de un control total por parte del gobierno, la economía ha transitado por una difícil transición al capitalismo. Actualmente hay más de 10.000 empresas privadas en Mongolia, establecidas principalmente en la capital. Fuera de las ciudades principales, la mayoría de los mongoles se dedican al pastoreo de subsistencia.
",<200 https://es.wikipedia.org/wiki/Mongolia>
"Debido a un auge en el sector minero, Mongolia tuvo altas tasas de crecimiento en 2007 y 2008 (9.9% y 8.9%, respectivamente). En 2009, las fuertes caídas de los precios de los productos básicos y los efectos de la crisis financiera mundial hicieron que la moneda local cayera un 40% frente al dólar estadounidense. Dos de los 16 bancos comerciales del país quebraron. En 2011, se esperaba que el crecimiento del PIB alcanzara el 16,4%. Sin embargo, la inflación continuó erosionando las ganancias del PIB, con una tasa promedio de 12.6% prevista para fines de 2011.
",<200 https://es.wikipedia.org/wiki/Mongolia>
"Aunque el PIB se ha mantenido en crecimiento constante desde el 2002, el gobierno aún sigue trabajando para superar un déficit comercial considerable. La enorme deuda con Rusia (originalmente 11.000 millones) fue pagada en su totalidad en el 2004, después de que este país la fijara en 300 millones US$ como compensación por las dificultades y pérdidas humanas sufridas en Mongolia durante la época bajo la influencia soviética.
",<200 https://es.wikipedia.org/wiki/Mongolia>
"Mongolia se unió a la Organización Mundial de Comercio en 1997 y actualmente exporta cachemira, minerales y alimentos a Rusia, Estados Unidos, China, Japón, Italia y otros países.
",<200 https://es.wikipedia.org/wiki/Mongolia>
"El principal socio comercial de Mongolia es China, destinatario del 46,6 % del total de sus exportaciones. Rusia provee el 80 % del petróleo que consume Mongolia.
",<200 https://es.wikipedia.org/wiki/Mongolia>
"El Transmongoliano es la principal conexión ferroviaria entre Mongolia y sus vecinos. La vía es en realidad una bifurcación del Transiberiano que, con origen en Ulán-Udé, se adentra en Mongolia, cruza Ulán Bator y cruza la frontera con China, donde se une al sistema ferroviario chino en Jining. Otra vía conecta la ciudad de Choibalsan con el Transiberiano, aunque ésta está cerrada a los pasajeros a partir de la ciudad de Chuluunkhoroot.
",<200 https://es.wikipedia.org/wiki/Mongolia>
"Mongolia tiene varios aeropuertos para vuelos nacionales y dos internacionales  Aeropuerto Internacional Chinggis Khaan y nex international airport ulaan baatar (ULN), cerca de Ulan Bator. Hay vuelos directos entre Mongolia y Corea del Sur, China, Japón, Rusia y Alemania. MIAT Mongolian Airlines es la compañía aérea nacional, y cubre trayectos tanto internacionales como domésticos.
",<200 https://es.wikipedia.org/wiki/Mongolia>
"El transporte por carretera en Mongolia se limita a carreteras sin pavimentar, aunque se pueden encontrar algunas asfaltadas entre Ulan Bator y la frontera rusa y china, así como entre Darkhan y Bulgan. Actualmente hay algunos proyectos para ampliar la red de carreteras, como la construcción de una carretera de este a oeste llamada la Carretera del Milenio.
",<200 https://es.wikipedia.org/wiki/Mongolia>
"Mongolia tiene 3.112.827[2]​ habitantes, de los cuales casi un tercio (960.000) vive en la capital, Ulán Bator. En total, casi la mitad de la población vive en las ciudades. En las zonas rurales, los asentamientos agrícolas han comenzado a reemplazar a los grupos seminómadas. Con un promedio de menos de dos habitantes por km², Mongolia es el estado soberano con menor densidad de población en el planeta.
",<200 https://es.wikipedia.org/wiki/Mongolia>
"La mayoría de los ciudadanos de Mongolia proceden de la etnia de los mongoles, principalmente los mongoles Khalkha. A pesar de ello, hay minorías de kazajos, uigures y tuvinianos. Durante la etapa comunista residía en el país una importante comunidad rusa, la cual en su gran mayoría regresó a Rusia con el fin del comunismo. El mongol es el idioma oficial del país, pero las minorías conservan sus propios idiomas, y debido a la pasada influencia soviética, el ruso continúa siendo bastante usado en el ámbito comercial, sobre todo en el área de Ulán Bator. La religión predominante es el budismo tibetano.
",<200 https://es.wikipedia.org/wiki/Mongolia>
"El actual mandatario, desde el 17 de enero de 2013, es Thomas Remengesau, Jr., que ya había sido presidente entre 2001 y 2009.
",<200 https://es.wikipedia.org/wiki/Palaos>
"En tanto que es una nación soberana, Palaos dirige sus relaciones internacionales. Es miembro de las Naciones Unidas desde 1994 y en 1997 accedió al FMI.[33]​ En 2006 fue sede de la primera Cumbre entre la República de China y sus aliados del Pacífico. Además, desde el periodo comprendido entre 1994 y 2006, Palaos ha establecido relaciones diplomáticas oficiales con 40 países, principalmente de Oceanía, Europa y América.[34]​
",<200 https://es.wikipedia.org/wiki/Palaos>
"Palaos tiene una relación de Estado asociado, al igual que Estados Federados de Micronesia e Islas Marshall (como antiguos miembros del Territorio en Fideicomiso de las Islas del Pacífico). Este acuerdo no hace ciudadanos de los EE. UU. a los habitantes de estos países, pero sí les permitirían obtener permisos de trabajo indefinidos.[35]​
Palaos es, además, un importante aliado de Estados Unidos en el Pacífico: desde 2004, junto a Estados Unidos e Israel, ha votado contra las resoluciones de las Naciones Unidas que condenaban el embargo estadounidense contra Cuba,[36]​[37]​ si bien a partir de 2011 empezó a cambiar este voto negativo por la abstención.[38]​ Además, Palaos expresó su apoyo a la invasión de Irak en 2003 por parte del ejército estadounidense y en junio de 2009 aceptaron a diecisiete prisioneros de la etnia uigur que se encontraban en el Centro de detención de Guantánamo.[39]​[40]​[41]​ En lo económico, la mayoría de las relaciones diplomáticas giran en torno a los fondos aportados por el país americano, a través de la Oficina de Asuntos Insulares del Departamento del Interior de los Estados Unidos.[42]​
",<200 https://es.wikipedia.org/wiki/Palaos>
"En materia de derechos humanos, respecto a la pertenencia a los siete organismos de la Carta Internacional de Derechos Humanos, que incluyen al Comité de Derechos Humanos (HRC), Palaos ha firmado o ratificado:
",<200 https://es.wikipedia.org/wiki/Palaos>
"Palaos está dividida en dieciséis regiones administrativas, que son definidas en su constitución como estados.[53]​ Cada estado tiene su propia constitución y en ellas se definen los papeles de los líderes tradicionales, como jefes, ancianos y/o clanes importantes.[53]​ Son los siguientes:
",<200 https://es.wikipedia.org/wiki/Palaos>
"Palaos se sitúa en el océano Pacífico, en el extremo occidental de las Islas Carolinas (región de Micronesia), cerca del límite entre Asia y Oceanía, perteneciendo a este último continente. Se encuentra a 650 km al norte de Papúa Nueva Guinea, a 890 km al oriente de las Filipinas, a 1330 km al suroccidente de Guam y a cerca de 3200 km al sur de Tokio.[54]​
",<200 https://es.wikipedia.org/wiki/Palaos>
"Este estado insular está bañado por el mar de Filipinas al occidente, y limita marítimamente con las islas Marianas al nororiente, los Estados Federados de Micronesia al oriente, Indonesia al sur y las Filipinas al occidente. La única verdadera ciudad de Palaos es Koror, aunque su capital es Ngerulmud. Otras localidades relevantes son Airai, Kloulklubed, Meyungs y Melekeok. El punto más alto del país se encuentra en la isla de Koror y se sitúa a 628 msnm. Por su parte, el más alto de Babeldaob se encuentra a 242 msnm.
",<200 https://es.wikipedia.org/wiki/Palaos>
"Palaos es un archipiélago con una superficie de 459 km²,[4]​ compuesto por 340 islas de origen volcánico y calizo de las cuales solo 9 están habitadas.[55]​ En su conjunto, el litoral palauano tiene 1519 km de extensión.[4]​ Las más importantes son Angaur, Babeldaob, Koror y Peleliu, que se encuentran muy cerca unas de otras en la misma barrera de coral. Babeldaob es la mayor y la más importante de las islas. Está constituida principalmente por andesita[56]​ y por sí misma representa el 80 % de la superficie total del país.[55]​ Allí se encuentran diez de los dieciséis estados del país, el aeropuerto internacional Roman Tmetuchl y la capital Ngerulmud. Está unida por el puente de Koror–Babeldaob con la isla de Koror. La isla de Koror junto con las islas Chelbacheb, conforman el Estado de Koror, donde se encuentra la ciudad homónima y antigua capital del país.
",<200 https://es.wikipedia.org/wiki/Palaos>
"Al norte de estas islas, se encuentra el atolón de coral de Kayangel, mientras que las deshabitadas Islas Roca (alrededor de 70 islas) están situadas al oeste del grupo principal de las islas.
",<200 https://es.wikipedia.org/wiki/Palaos>
"Un grupo remoto de seis islas, llamado como las Islas del Sudoeste, que se encuentran a 600 km de las islas principales, también son parte del país.
",<200 https://es.wikipedia.org/wiki/Palaos>
"Palaos disfruta un clima tropical durante todo el año con un una temperatura promedio anual de 27 °C. La humedad es bastante estable y se sitúa entre el 77 % y el 84 %. Las lluvias pueden ocurrir durante el año, aunque existe una temporada lluviosa que va de mayo a noviembre.[4]​ El promedio anual es de casi 3800 mm. De diciembre a marzo prevalecen los vientos del noroeste, y de junio a octubre el monzón. Los tifones son raros, pues el país está fuera de su zona de influencia.[57]​
",<200 https://es.wikipedia.org/wiki/Palaos>
"El 17 de septiembre de 2011, el Daily Nation citó un miembro del gobierno sursudanés que dijo que su país estaba ansioso por unirse a la CAO, la falta de desarrollo económico complicaría la libre competencia con los demás países miembros por lo que su posible adhesión se retrasaría, incluso declaró que el país podría convertirse en un ""vertedero"" para las importaciones de Kenia, Tanzania y Uganda. Lo que se contradice con el anuncio del presidente sursudanés Salva Kiir quien declaró que el país ya estaba comenzando su proceso de adhesión a la comunidad. También se han tomado en cuenta conflictos con los boda-boda ugandeses (es una forma de transporte que es similar a un bicitaxi) y con los de la capital Yuba y que eso había creado tensión entre ambos gobiernos, pero es mínima.
",<200 https://es.wikipedia.org/wiki/Sud%C3%A1n_del_Sur>
"Sudán del Sur tiene 248 km de línea de ferrocarril de vía única entre la frontera sudanesa y la terminal de Wau. El ancho de vía es de 1.067 mm (ancho del Cabo). Hay propuestas de ampliación de Wau a Yuba. También hay planes para enlazar la red de ferrocarril de Yuba con las de Kenia y Uganda.
",<200 https://es.wikipedia.org/wiki/Sud%C3%A1n_del_Sur>
"El aeropuerto más utilizado y desarrollado de Sudán del Sur es el Aeropuerto Internacional de Yuba que cuenta con conexiones regulares internacionales a Entebbe, Nairobi, El Cairo, Addis Abeba y Jartum. El aeropuerto de Yuba es también la sede de la empresa Feeder Airlines. Otros aeropuertos internacionales son Malakal, con vuelos internacionales a Addis Abeba y Jartum, Wau, con un servicio semanal a Jartum y Rumbek, también con vuelos semanales a Jartum. Southern Sudan Airlines también atiende a Nimule y Akobo, cuyas pistas de aterrizaje están sin pavimentar. Hay varios aeropuertos más pequeños por todo Sudán del Sur, la mayoría de los cuales consisten en poco más que pistas de aterrizaje de tierra.
",<200 https://es.wikipedia.org/wiki/Sud%C3%A1n_del_Sur>
"Sudán del Sur tiene una población de alrededor de 9 millones de habitantes (11 911 184 estimados en 2015). Se trata principalmente de personas que se dedican a la vida rural y están dedicadas a una economía de subsistencia.
",<200 https://es.wikipedia.org/wiki/Sud%C3%A1n_del_Sur>
"Este territorio ha sido duramente golpeado por las continuas guerras civiles. Esto trajo como resultado una falta de desarrollo de las infraestructuras, la destrucción y el desplazamiento: más de 2 millones de personas murieron y más de 4 millones han sido desplazados o son refugiadas por la guerra civil y sus consecuencias. Los dinka, cuya población se estima en unos tres millones de personas, constituyen la comunidad más numerosa de Sudán del Sur.
",<200 https://es.wikipedia.org/wiki/Sud%C3%A1n_del_Sur>
"De acuerdo a estimaciones de 2012, las seis ciudades más pobladas de Sudán del Sur superaban los 120 000 residentes. Estas son: Yuba, la capital y ciudad más poblada (508 908 habitantes), Rumbek (181 732), Wau, (163 421), Malakal (143 412), Yei (128 880) y Yambio (123 673).[34]​
",<200 https://es.wikipedia.org/wiki/Sud%C3%A1n_del_Sur>
"Sudán del Sur tiene muchos más grupos tribales y lenguas que su vecino del norte. El lenguaje de la educación y los asuntos de gobierno es el inglés, que fue aprobado como idioma oficial para el sur de Sudán en 1928 y reconocido como idioma principal en el entonces sur de Sudán a finales de 1980. La actual Constitución de 2011,[35]​ si bien reconoce a todos los idiomas nativos del país con el carácter de lenguas nacionales, establece al inglés como idioma de trabajo del gobierno[1]​ y de instrucción en todos los niveles educativos.
",<200 https://es.wikipedia.org/wiki/Sud%C3%A1n_del_Sur>
"El distintivo árabe Yuba, un pidgin desarrollado en el siglo XIX entre los descendientes de los soldados sudaneses, originarios principalmente de la tribu bari, es una amplia lingua franca utilizada en Sudán del Sur junto con el inglés. Otros idiomas hablados son lenguas africanas como el dinka (3 000 000 hablantes), nuer (1 400 000 hablantes) y Pojulu (1 200 000 hablantes).
",<200 https://es.wikipedia.org/wiki/Sud%C3%A1n_del_Sur>
"Un grupo de refugiados sursudaneses que fueron criados en Cuba durante la guerra de Sudán, que suman unos 600, también hablan con fluidez español. Se les conoce en Sudán del Sur como ""los cubanos"", y la mayoría se habían establecido en Cuba en el momento de la independencia del país.[36]​[37]​[38]​
",<200 https://es.wikipedia.org/wiki/Sud%C3%A1n_del_Sur>
"El 6 de julio de 2017 el gobierno anunció que elegiría el idioma suajili como lengua oficial adicional.
",<200 https://es.wikipedia.org/wiki/Sud%C3%A1n_del_Sur>
"Los sursudaneses en el pasado practicaban una religión tradicional animista predominantemente y el cristianismo era en ese entonces una religión muy minoritaria en el país, representada por los adherentes a la Iglesia Copta, confesión mayoritaria de la vecina Etiopía. Sin embargo, en el censo de 2011 y en muchos estudios sobre la religión del país, se sostiene que cerca del 70 % de la población profesa el cristianismo. De éstos, el 36 % pertenecen a la Iglesia católica,[39]​ un 20 % pertenece a la Iglesia Anglicana del Sudán, mientras que el resto se divide entre pertenecientes a la Iglesia Copta y a iglesias protestantes. Para explicar esto no podemos dejar de mencionar la heroica labor de San Daniel Comboni y otros misioneros en la zona. Con respecto a otras religiones, una minoría del 3-5 % profesa el islam y el resto, cerca del 20 % de la población practica las religiones tradicionales basadas en creencias animistas.
",<200 https://es.wikipedia.org/wiki/Sud%C3%A1n_del_Sur>
"La Constitución Transitoria garantiza la separación entre la iglesia y el estado, la libertad de religión, y la igualdad entre todas las creencias.[1]​
",<200 https://es.wikipedia.org/wiki/Sud%C3%A1n_del_Sur>
"La educación en Sudán del Sur sigue el mismo sistema educativo que utiliza la República de Sudán. La educación primaria comprende ocho grados, seguidos por tres años de educación secundaria y posteriormente cuatro años de instrucción universitaria. El ""sistema 8 + 3 + 4"" se implementó desde 1990. A diferencia de su vecino del norte, el idioma utilizado en todos los niveles es el inglés, no el árabe.[40]​ La gran mayoría de los maestros ingleses y de habla inglesa que laboran en los campos científicos y tecnológicos son bastante jóvenes.
",<200 https://es.wikipedia.org/wiki/Sud%C3%A1n_del_Sur>
"Debido a la guerra civil, la cultura de Sudán del Sur está fuertemente influenciada por las naciones vecinas. Muchos sursudaneses emigraron a Etiopía, Kenia y Uganda donde interactuaron con los locales y adoptaron su idioma y su cultura. Aquellos que permanecieron dentro de las fronteras, o bien, se mudaron hacia el norte a Sudán y Egipto, asimilaron en gran parte la cultura árabe.
",<200 https://es.wikipedia.org/wiki/Sud%C3%A1n_del_Sur>
"También sobresale Tonique Williams-Darling campeona olímpica en Atenas 2004.
",<200 https://es.wikipedia.org/wiki/Bahamas>
"Dos jugadores bahameños han sido elegidos en el número uno del draft de la NBA: Mychal Thompson y DeAndre Ayton, siendo Thompson el primer jugador no estadounidense en conseguirlo. Otro jugador de baloncesto bahameño destacado es Buddy Hield, elegido en el sexto lugar del draft de la NBA del 2016.
",<200 https://es.wikipedia.org/wiki/Bahamas>
"La pandemia de enfermedad por coronavirus de 2019-2020 es una pandemia derivada de la enfermedad por coronavirus iniciada en 2019 (COVID-19), ocasionada por el virus coronavirus 2 del síndrome respiratorio agudo grave (SARS-CoV-2).[4]​[5]​ Se identificó por primera vez en diciembre de 2019 en la ciudad de Wuhan,[6]​ capital de la provincia de Hubei, en la República Popular China, al reportarse casos de un grupo de personas enfermas con un tipo de neumonía desconocida. La mayoría de individuos afectados tenían vinculación con trabajadores del Mercado Mayorista de Mariscos del Sur de China de Wuhan.[7]​ La Organización Mundial de la Salud (OMS) la reconoció como una pandemia global el 11 de marzo de 2020.[8]​
",<200 https://es.wikipedia.org/wiki/Pandemia_de_enfermedad_por_coronavirus_de_2019-2020>
"Como la mayoría de los países en vías de desarrollo, Mongolia tiene una población joven en gran crecimiento (dos tercios del total), lo que ha producido una gran tensión en su economía.
",<200 https://es.wikipedia.org/wiki/Mongolia>
"Aunque perduran vestigios de antiguas culturas, como asentamientos de la Edad de Piedra, la mayoría del folclore tradicional del país se ha ido perdiendo en generaciones sucesivas. Los primeros trabajos literarios de Mongolia son epopeyas y crónicas históricas. La crónica imperial, la Historia secreta de los mongoles (c. 1240) versa sobre la vida de Gengis Kan. Las crónicas históricas del siglo XVII comprenden relatos tradicionales dentro del contexto de Asia central. En el siglo XX el autor Byambyn Rinchen influye en buena manera la literatura en mongol e introduce trabajos de varios autores europeos en el país.
",<200 https://es.wikipedia.org/wiki/Mongolia>
"Actualmente, la República de Mongolia está apoyando la cultura nacional y patrocina escuelas de teatro y arte, así como un teatro nacional de música y arte dramático.
",<200 https://es.wikipedia.org/wiki/Mongolia>
